Fund Holdings as of,"28/Jul/2021"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Location,Market Currency
"ZG","ZILLOW GROUP INC CLASS A","Equity","0.01","110.95","1,673.00","185,619.35","185,619.35","Communication","US98954M1018","NASDAQ","United States","USD"
"6965","HAMAMATSU PHOTONICS","Equity","0.01","56.22","3,300.00","185,514.49","185,514.49","Information Technology","JP3771800004","Tokyo Stock Exchange","Japan","JPY"
"AMBU B","AMBU CLASS B","Equity","0.01","37.60","4,903.00","184,351.09","184,351.09","Health Care","DK0060946788","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"DEMANT","DEMANT","Equity","0.01","59.65","3,089.00","184,264.31","184,264.31","Health Care","DK0060738599","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"HL.","HARGREAVES LANSDOWN PLC","Equity","0.01","22.82","8,039.00","183,461.55","183,461.55","Financials","GB00B1VZ0M25","London Stock Exchange","United Kingdom","GBP"
"2269","MEIJI HOLDINGS LTD","Equity","0.01","63.03","2,900.00","182,780.86","182,780.86","Consumer Staples","JP3918000005","Tokyo Stock Exchange","Japan","JPY"
"LATO B","LATOUR INVESTMENT CLASS B","Equity","0.01","38.47","4,747.00","182,640.36","182,640.36","Industrials","SE0010100958","Nasdaq Omx Nordic","Sweden","SEK"
"IPL","INTER PIPELINE LTD","Equity","0.01","15.88","11,507.00","182,703.07","182,703.07","Energy","CA45833V1094","Toronto Stock Exchange","Canada","CAD"
"TRYG","TRYG","Equity","0.01","24.60","7,408.00","182,225.11","182,225.11","Financials","DK0060636678","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"SYD","SYDNEY AIRPORT STAPLED UNITS LTD","Equity","0.01","5.67","32,055.00","181,799.96","181,799.96","Industrials","AU000000SYD9","Asx - All Markets","Australia","AUD"
"SPK","SPARK NEW ZEALAND LTD","Equity","0.01","3.34","54,160.00","180,900.15","180,900.15","Communication","NZTELE0001S4","New Zealand Exchange Ltd","New Zealand","NZD"
"INPST","INPOST SA","Equity","0.01","20.73","8,710.00","180,573.29","180,573.29","Industrials","LU2290522684","Euronext Amsterdam","Netherlands","EUR"
"RBA","RITCHIE BROS AUCTIONEERS INC","Equity","0.01","59.03","3,052.00","180,171.74","180,171.74","Industrials","CA7677441056","Toronto Stock Exchange","Canada","CAD"
"GPT","GPT GROUP STAPLED UNITS","Equity","0.01","3.46","51,973.00","179,985.83","179,985.83","Real Estate","AU000000GPT8","Asx - All Markets","Australia","AUD"
"1801","TAISEI CORP","Equity","0.01","34.47","5,200.00","179,220.78","179,220.78","Industrials","JP3443600006","Tokyo Stock Exchange","Japan","JPY"
"DAL","DELTA AIR LINES INC","Equity","0.01","41.30","4,328.00","178,746.40","178,746.40","Industrials","US2473617023","New York Stock Exchange Inc.","United States","USD"
"RGA","REINSURANCE GROUP OF AMERICA INC","Equity","0.01","108.42","1,641.00","177,917.22","177,917.22","Financials","US7593516047","New York Stock Exchange Inc.","United States","USD"
"9101","NIPPON YUSEN","Equity","0.01","49.31","3,600.00","177,531.56","177,531.56","Industrials","JP3753000003","Tokyo Stock Exchange","Japan","JPY"
"SDR","SCHRODERS PLC","Equity","0.01","50.76","3,498.00","177,560.37","177,560.37","Financials","GB0002405495","London Stock Exchange","United Kingdom","GBP"
"LXS","LANXESS AG","Equity","0.01","71.60","2,479.00","177,494.83","177,494.83","Materials","DE0005470405","Xetra","Germany","EUR"
"12","HENDERSON LAND DEVELOPMENT LTD","Equity","0.01","4.53","39,200.00","177,384.69","177,384.69","Real Estate","HK0012000102","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"4185","JSR CORP","Equity","0.01","32.79","5,400.00","177,041.14","177,041.14","Materials","JP3385980002","Tokyo Stock Exchange","Japan","JPY"
"3283","NIPPON PROLOGIS REIT INC","Equity","0.01","3,401.14","52.00","176,859.50","176,859.50","Real Estate","JP3047550003","Tokyo Stock Exchange","Japan","JPY"
"AVV","AVEVA GROUP PLC","Equity","0.01","54.59","3,231.00","176,375.07","176,375.07","Information Technology","GB00BBG9VN75","London Stock Exchange","United Kingdom","GBP"
"TWE","TREASURY WINE ESTATES LTD","Equity","0.01","8.66","20,375.00","176,399.82","176,399.82","Consumer Staples","AU000000TWE9","Asx - All Markets","Australia","AUD"
"9042","HANKYU HANSHIN HOLDINGS INC","Equity","0.01","30.92","5,700.00","176,264.64","176,264.64","Industrials","JP3774200004","Tokyo Stock Exchange","Japan","JPY"
"4528","ONO PHARMACEUTICAL LTD","Equity","0.01","22.78","7,700.00","175,384.62","175,384.62","Health Care","JP3197600004","Tokyo Stock Exchange","Japan","JPY"
"ELUX B","ELECTROLUX B","Equity","0.01","26.29","6,629.00","174,281.69","174,281.69","Consumer Discretionary","SE0000103814","Nasdaq Omx Nordic","Sweden","SEK"
"REA","REA GROUP LTD","Equity","0.01","116.79","1,489.00","173,900.85","173,900.85","Communication","AU000000REA9","Asx - All Markets","Australia","AUD"
"7182","JAPAN POST BANK LTD","Equity","0.01","8.62","20,100.00","173,234.95","173,234.95","Financials","JP3946750001","Tokyo Stock Exchange","Japan","JPY"
"IAG","IA FINANCIAL INC","Equity","0.01","52.33","3,303.00","172,851.09","172,851.09","Financials","CA45075E1043","Toronto Stock Exchange","Canada","CAD"
"HUSQ B","HUSQVARNA","Equity","0.01","13.79","12,536.00","172,848.76","172,848.76","Consumer Discretionary","SE0001662230","Nasdaq Omx Nordic","Sweden","SEK"
"DLG","DIRECT LINE INSURANCE PLC","Equity","0.01","4.15","41,511.00","172,254.24","172,254.24","Financials","GB00BY9D0Y18","London Stock Exchange","United Kingdom","GBP"
"EMP.A","EMPIRE LTD CLASS A","Equity","0.01","32.13","5,350.00","171,889.09","171,889.09","Consumer Staples","CA2918434077","Toronto Stock Exchange","Canada","CAD"
"BB","BLACKBERRY LTD","Equity","0.01","10.70","16,063.00","171,900.60","171,900.60","Information Technology","CA09228F1036","Toronto Stock Exchange","Canada","CAD"
"ROCK B","ROCKWOOL INTERNATIONAL B","Equity","0.01","518.78","331.00","171,716.18","171,716.18","Industrials","DK0010219153","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"RAA","RATIONAL AG","Equity","0.01","1,079.19","159.00","171,589.98","171,589.98","Industrials","DE0007010803","Xetra","Germany","EUR"
"VIFN","VIFOR PHARMA AG","Equity","0.01","137.93","1,237.00","170,625.36","170,625.36","Health Care","CH0364749348","SIX Swiss Exchange","Switzerland","CHF"
"5332","TOTO LTD","Equity","0.01","51.68","3,300.00","170,529.47","170,529.47","Industrials","JP3596200000","Tokyo Stock Exchange","Japan","JPY"
"WFG","WEST FRASER TIMBER LTD","Equity","0.01","69.90","2,440.00","170,562.35","170,562.35","Materials","CA9528451052","Toronto Stock Exchange","Canada","CAD"
"1802","OBAYASHI CORP","Equity","0.01","8.27","20,600.00","170,435.02","170,435.02","Industrials","JP3190000004","Tokyo Stock Exchange","Japan","JPY"
"CPU","COMPUTERSHARE LTD","Equity","0.01","11.63","14,650.00","170,366.97","170,366.97","Information Technology","AU000000CPU5","Asx - All Markets","Australia","AUD"
"EVR","EVRAZ","Equity","0.01","8.73","19,501.00","170,335.31","170,335.31","Materials","GB00B71N6K86","London Stock Exchange","United Kingdom","GBP"
"6471","NSK LTD","Equity","0.01","8.46","20,100.00","169,949.14","169,949.14","Industrials","JP3720800006","Tokyo Stock Exchange","Japan","JPY"
"AMP","AMPLIFON","Equity","0.01","48.43","3,505.00","169,730.14","169,730.14","Health Care","IT0004056880","Borsa Italiana","Italy","EUR"
"EVN","EVOLUTION MINING LTD","Equity","0.01","3.07","55,047.00","169,225.65","169,225.65","Materials","AU000000EVN4","Asx - All Markets","Australia","AUD"
"HEI","HEICO CORP","Equity","0.01","137.04","1,231.00","168,696.24","168,696.24","Industrials","US4228061093","New York Stock Exchange Inc.","United States","USD"
"KEY","KEYERA CORP","Equity","0.01","26.36","6,391.00","168,495.77","168,495.77","Energy","CA4932711001","Toronto Stock Exchange","Canada","CAD"
"ALA","ALTAGAS LTD","Equity","0.01","20.85","8,046.00","167,796.92","167,796.92","Utilities","CA0213611001","Toronto Stock Exchange","Canada","CAD"
"1803","SHIMIZU CORP","Equity","0.01","8.01","20,600.00","165,009.54","165,009.54","Industrials","JP3358800005","Tokyo Stock Exchange","Japan","JPY"
"4704","TREND MICRO INC","Equity","0.01","53.22","3,100.00","164,980.47","164,980.47","Information Technology","JP3637300009","Tokyo Stock Exchange","Japan","JPY"
"NEM","NEMETSCHEK","Equity","0.01","87.86","1,877.00","164,911.49","164,911.49","Information Technology","DE0006452907","Xetra","Germany","EUR"
"PPD","PPD INC","Equity","0.01","46.06","3,559.00","163,927.54","163,927.54","Health Care","US69355F1021","NASDAQ","United States","USD"
"9007","ODAKYU ELECTRIC RAILWAY LTD","Equity","0.01","24.80","6,600.00","163,696.30","163,696.30","Industrials","JP3196000008","Tokyo Stock Exchange","Japan","JPY"
"CCO","CAMECO CORP","Equity","0.01","17.64","9,272.00","163,582.33","163,582.33","Energy","CA13321L1085","Toronto Stock Exchange","Canada","CAD"
"AZJ","AURIZON HOLDINGS LTD","Equity","0.01","2.85","57,247.00","163,388.26","163,388.26","Industrials","AU000000AZJ1","Asx - All Markets","Australia","AUD"
"FDJ","LA FRANCAISE DES JEUX SA","Equity","0.01","56.28","2,900.00","163,222.48","163,222.48","Consumer Discretionary","FR0013451333","Nyse Euronext - Euronext Paris","France","EUR"
"DSCT","ISRAEL DISCOUNT BANK LTD","Equity","0.01","4.68","34,732.00","162,541.28","162,541.28","Financials","IL0006912120","Tel Aviv Stock Exchange","Israel","ILS"
"LI","KLEPIERRE REIT SA","Equity","0.01","25.37","6,403.00","162,437.23","162,437.23","Real Estate","FR0000121964","Nyse Euronext - Euronext Paris","France","EUR"
"ALD","AMPOL LTD","Equity","0.01","20.69","7,825.00","161,901.91","161,901.91","Energy","AU0000088338","Asx - All Markets","Australia","AUD"
"PAAS","PAN AMERICAN SILVER CORP","Equity","0.01","27.64","5,806.00","160,458.41","160,458.41","Materials","CA6979001089","Toronto Stock Exchange","Canada","CAD"
"ERIE","ERIE INDEMNITY CLASS A","Equity","0.01","184.65","869.00","160,460.85","160,460.85","Financials","US29530P1021","NASDAQ","United States","USD"
"BN4","KEPPEL LTD","Equity","0.01","3.88","41,200.00","160,041.20","160,041.20","Industrials","SG1U68934629","Singapore Exchange","Singapore","SGD"
"LUNE","LUNDIN ENERGY","Equity","0.01","30.92","5,153.00","159,348.98","159,348.98","Energy","SE0000825820","Nasdaq Omx Nordic","Sweden","SEK"
"3436","SUMCO CORP","Equity","0.01","22.43","7,100.00","159,268.00","159,268.00","Information Technology","JP3322930003","Tokyo Stock Exchange","Japan","JPY"
"7276","KOITO MANUFACTURING LTD","Equity","0.01","61.21","2,600.00","159,149.94","159,149.94","Consumer Discretionary","JP3284600008","Tokyo Stock Exchange","Japan","JPY"
"BOL","BOLLORE","Equity","0.01","5.49","28,991.00","159,066.88","159,066.88","Communication","FR0000039299","Nyse Euronext - Euronext Paris","France","EUR"
"DIA","DIASORIN","Equity","0.01","200.12","786.00","157,293.94","157,293.94","Health Care","IT0003492391","Borsa Italiana","Italy","EUR"
"BC8","BECHTLE AG","Equity","0.01","201.24","778.00","156,565.09","156,565.09","Information Technology","DE0005158703","Xetra","Germany","EUR"
"4021","NISSAN CHEMICAL CORP","Equity","0.01","48.86","3,200.00","156,352.74","156,352.74","Materials","JP3670800006","Tokyo Stock Exchange","Japan","JPY"
"OSH","OIL SEARCH LTD","Equity","0.01","2.88","54,240.00","155,999.88","155,999.88","Energy","PG0008579883","Asx - All Markets","Australia","AUD"
"ICL","ICL GROUP LTD","Equity","0.01","7.16","21,668.00","155,232.44","155,232.44","Materials","IL0002810146","Tel Aviv Stock Exchange","Israel","ILS"
"X","TMX GROUP LTD","Equity","0.01","106.49","1,450.00","154,413.04","154,413.04","Financials","CA87262K1057","Toronto Stock Exchange","Canada","CAD"
"4091","NIPPON SANSO HOLDINGS CORP","Equity","0.01","21.96","7,000.00","153,719.01","153,719.01","Materials","JP3711600001","Tokyo Stock Exchange","Japan","JPY"
"IVN","IVANHOE MINES LTD CLASS A","Equity","0.01","7.45","20,517.00","152,847.78","152,847.78","Materials","CA46579R1047","Toronto Stock Exchange","Canada","CAD"
"9041","KINTETSU GROUP HOLDINGS LTD","Equity","0.01","34.69","4,400.00","152,647.35","152,647.35","Industrials","JP3260800002","Tokyo Stock Exchange","Japan","JPY"
"8355","SHIZUOKA BANK LTD","Equity","0.01","7.51","20,300.00","152,466.62","152,466.62","Financials","JP3351200005","Tokyo Stock Exchange","Japan","JPY"
"5938","LIXIL CORP","Equity","0.01","26.21","5,800.00","152,018.89","152,018.89","Industrials","JP3626800001","Tokyo Stock Exchange","Japan","JPY"
"BALD B","FASTIGHETS BALDER B","Equity","0.01","68.31","2,226.00","152,057.49","152,057.49","Real Estate","SE0000455057","Nasdaq Omx Nordic","Sweden","SEK"
"6504","FUJI ELECTRIC LTD","Equity","0.01","46.04","3,300.00","151,948.05","151,948.05","Industrials","JP3820000002","Tokyo Stock Exchange","Japan","JPY"
"9143","SG HOLDINGS LTD","Equity","0.01","27.07","5,600.00","151,608.39","151,608.39","Industrials","JP3162770006","Tokyo Stock Exchange","Japan","JPY"
"HIK","HIKMA PHARMACEUTICALS PLC","Equity","0.01","36.48","4,158.00","151,665.00","151,665.00","Health Care","GB00B0LCW083","London Stock Exchange","United Kingdom","GBP"
"GFL","GFL ENVIRONMENTAL SUBORDINATE VOTI","Equity","0.01","33.42","4,529.00","151,380.77","151,380.77","Industrials","CA36168Q1046","Toronto Stock Exchange","Canada","CAD"
"6370","KURITA WATER INDUSTRIES LTD","Equity","0.01","48.86","3,100.00","151,466.72","151,466.72","Industrials","JP3270000007","Tokyo Stock Exchange","Japan","JPY"
"LBTYA","LIBERTY GLOBAL PLC CLASS A","Equity","0.01","26.35","5,735.00","151,117.25","151,117.25","Communication","GB00B8W67662","NASDAQ","United States","USD"
"LLC","LENDLEASE GROUP STAPLED UNITS","Equity","0.01","8.97","16,836.00","151,071.97","151,071.97","Real Estate","AU000000LLC3","Asx - All Markets","Australia","AUD"
"3092","ZOZO INC","Equity","0.01","30.65","4,900.00","150,190.72","150,190.72","Consumer Discretionary","JP3399310006","Tokyo Stock Exchange","Japan","JPY"
"SECU B","SECURITAS B","Equity","0.01","16.49","9,054.00","149,271.14","149,271.14","Industrials","SE0000163594","Nasdaq Omx Nordic","Sweden","SEK"
"7747","ASAHI INTECC LTD","Equity","0.01","27.11","5,500.00","149,100.90","149,100.90","Health Care","JP3110650003","Tokyo Stock Exchange","Japan","JPY"
"AMUN","AMUNDI SA","Equity","0.01","90.27","1,649.00","148,848.92","148,848.92","Financials","FR0004125920","Nyse Euronext - Euronext Paris","France","EUR"
"CYBR","CYBER ARK SOFTWARE LTD","Equity","0.01","143.61","1,034.00","148,492.74","148,492.74","Information Technology","IL0011334468","NASDAQ","Israel","USD"
"9008","KEIO CORP","Equity","0.01","56.76","2,600.00","147,579.69","147,579.69","Industrials","JP3277800003","Tokyo Stock Exchange","Japan","JPY"
"UTDI","UNITED INTERNET AG","Equity","0.01","41.77","3,517.00","146,905.90","146,905.90","Communication","DE0005089031","Xetra","Germany","EUR"
"PHNX","PHOENIX GROUP HOLDINGS PLC","Equity","0.01","9.44","15,552.00","146,755.94","146,755.94","Financials","GB00BGXQNP29","London Stock Exchange","United Kingdom","GBP"
"1821","ESR CAYMAN LTD","Equity","0.01","3.36","43,619.00","146,353.67","146,353.67","Real Estate","KYG319891092","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"TIT","TELECOM ITALIA","Equity","0.01","0.44","333,762.00","145,950.61","145,950.61","Communication","IT0003497168","Borsa Italiana","Italy","EUR"
"ABN","ABN AMRO BANK NV","Equity","0.01","11.54","12,642.00","145,902.47","145,902.47","Financials","NL0011540547","Euronext Amsterdam","Netherlands","EUR"
"LUND B","LUNDBERGFORETAGEN CLASS B","Equity","0.01","70.42","2,063.00","145,271.59","145,271.59","Financials","SE0000108847","Nasdaq Omx Nordic","Sweden","SEK"
"DISCA","DISCOVERY INC SERIES A","Equity","0.01","29.39","4,926.00","144,775.14","144,775.14","Communication","US25470F1049","NASDAQ","United States","USD"
"3626","TIS INC","Equity","0.01","25.67","5,600.00","143,725.37","143,725.37","Information Technology","JP3104890003","Tokyo Stock Exchange","Japan","JPY"
"VOE","VOESTALPINE AG","Equity","0.01","43.66","3,287.00","143,504.34","143,504.34","Materials","AT0000937503","Wiener Boerse Ag","Austria","EUR"
"CLN","CLARIANT AG","Equity","0.01","21.14","6,777.00","143,294.04","143,294.04","Materials","CH0012142631","SIX Swiss Exchange","Switzerland","CHF"
"EO","FAURECIA","Equity","0.01","43.60","3,262.00","142,220.44","142,220.44","Consumer Discretionary","FR0000121147","Nyse Euronext - Euronext Paris","France","EUR"
"8984","DAIWA HOUSE REIT CORP","Equity","0.01","2,965.22","48.00","142,330.40","142,330.40","Real Estate","JP3046390005","Tokyo Stock Exchange","Japan","JPY"
"MEL","MERIDIAN ENERGY LTD","Equity","0.01","3.67","38,704.00","142,002.07","142,002.07","Utilities","NZMELE0002S7","New Zealand Exchange Ltd","New Zealand","NZD"
"SCR","SCOR","Equity","0.01","28.27","4,986.00","140,962.21","140,962.21","Financials","FR0010411983","Nyse Euronext - Euronext Paris","France","EUR"
"GALP","GALP ENERGIA SGPS SA","Equity","0.01","9.94","14,191.00","141,057.10","141,057.10","Energy","PTGAL0AM0009","Nyse Euronext - Euronext Lisbon","Portugal","EUR"
"VOLV A","VOLVO CLASS A","Equity","0.01","24.30","5,791.00","140,713.88","140,713.88","Industrials","SE0000115420","Nasdaq Omx Nordic","Sweden","SEK"
"JMT","JERONIMO MARTINS SA","Equity","0.01","19.47","7,216.00","140,489.57","140,489.57","Consumer Staples","PTJMT0AE0001","Nyse Euronext - Euronext Lisbon","Portugal","EUR"
"NPI","NORTHLAND POWER INC","Equity","0.01","34.61","4,059.00","140,479.64","140,479.64","Utilities","CA6665111002","Toronto Stock Exchange","Canada","CAD"
"TEN","TENARIS SA","Equity","0.01","10.36","13,562.00","140,501.79","140,501.79","Energy","LU0156801721","Borsa Italiana","Italy","EUR"
"3391","TSURUHA HOLDINGS INC","Equity","0.01","116.70","1,200.00","140,041.78","140,041.78","Consumer Staples","JP3536150000","Tokyo Stock Exchange","Japan","JPY"
"AIA","AUCKLAND INTERNATIONAL AIRPORT LTD","Equity","0.01","4.96","27,772.00","137,652.20","137,652.20","Industrials","NZAIAE0002S6","New Zealand Exchange Ltd","New Zealand","NZD"
"COV","COVIVIO SA","Equity","0.01","94.42","1,443.00","136,247.48","136,247.48","Real Estate","FR0000064578","Nyse Euronext - Euronext Paris","France","EUR"
"QBR.B","QUEBECOR INC CLASS B","Equity","0.01","26.12","5,146.00","134,403.58","134,403.58","Communication","CA7481932084","Toronto Stock Exchange","Canada","CAD"
"ORP","ORPEA SA","Equity","0.01","126.96","1,049.00","133,183.79","133,183.79","Health Care","FR0000184798","Nyse Euronext - Euronext Paris","France","EUR"
"TMV","TEAMVIEWER AG","Equity","0.01","34.42","3,855.00","132,685.79","132,685.79","Information Technology","DE000A2YN900","Xetra","Germany","EUR"
"868","XINYI GLASS HOLDINGS-1K LTD","Equity","0.01","3.47","38,000.00","131,896.95","131,896.95","Industrials","KYG9828G1082","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"GJF","GJENSIDIGE FORSIKRING","Equity","0.01","22.84","5,762.00","131,631.03","131,631.03","Financials","NO0010582521","Oslo Bors Asa","Norway","NOK"
"MCY","MERCURY NZ LTD","Equity","0.01","4.60","28,610.00","131,705.06","131,705.06","Utilities","NZMRPE0001S2","New Zealand Exchange Ltd","New Zealand","NZD"
"SCHB","SCHIBSTED B","Equity","0.01","45.64","2,880.00","131,455.12","131,455.12","Communication","NO0010736879","Oslo Bors Asa","Norway","NOK"
"LBRDA","LIBERTY BROADBAND CORP SERIES A","Equity","0.01","169.87","772.00","131,139.64","131,139.64","Communication","US5303071071","NASDAQ","United States","USD"
"INDU A","INDUSTRIVARDEN A","Equity","0.01","39.80","3,289.00","130,886.52","130,886.52","Financials","SE0000190126","Nasdaq Omx Nordic","Sweden","SEK"
"ADP","AEROPORTS DE PARIS SA","Equity","0.01","126.37","1,030.00","130,163.82","130,163.82","Industrials","FR0010340141","Nyse Euronext - Euronext Paris","France","EUR"
"ORNBV","ORION CLASS B","Equity","0.01","42.05","3,086.00","129,776.85","129,776.85","Health Care","FI0009014377","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"2587","SUNTORY BEVERAGE & FOOD LTD","Equity","0.01","36.19","3,500.00","126,668.79","126,668.79","Consumer Staples","JP3336560002","Tokyo Stock Exchange","Japan","JPY"
"ATO","ATOS","Equity","0.01","47.12","2,685.00","126,504.86","126,504.86","Information Technology","FR0000051732","Nyse Euronext - Euronext Paris","France","EUR"
"MAERSK A","A P MOLLER MAERSK","Equity","0.01","2,631.98","48.00","126,334.83","126,334.83","Industrials","DK0010244425","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"IPN","IPSEN SA","Equity","0.01","101.50","1,236.00","125,453.13","125,453.13","Health Care","FR0010259150","Nyse Euronext - Euronext Paris","France","EUR"
"MZTF","MIZRAHI TEFAHOT BANK LTD","Equity","0.01","30.40","4,117.00","125,159.83","125,159.83","Financials","IL0006954379","Tel Aviv Stock Exchange","Israel","ILS"
"SCHN","SCHINDLER HOLDING AG","Equity","0.01","302.56","413.00","124,957.12","124,957.12","Industrials","CH0024638212","SIX Swiss Exchange","Switzerland","CHF"
"LSXMA","LIBERTY MEDIA LIBERTY SIRIUSXM COR","Equity","0.01","47.18","2,643.00","124,696.74","124,696.74","Communication","US5312294094","NASDAQ","United States","USD"
"S63","SINGAPORE TECHNOLOGIES ENGINEERING","Equity","0.01","2.90","42,700.00","123,772.67","123,772.67","Industrials","SG1F60858221","Singapore Exchange","Singapore","SGD"
"M44U","MAPLETREE LOGISTICS TRUST UNITS","Equity","0.01","1.54","79,896.00","123,436.90","123,436.90","Real Estate","SG1S03926213","Singapore Exchange","Singapore","SGD"
"BMW3","BMW PREF AG","Equity","0.01","84.96","1,443.00","122,592.09","122,592.09","Consumer Discretionary","DE0005190037","Xetra","Germany","EUR"
"MLCO","MELCO RESORTS ENTERTAINMENT ADR LT","Equity","0.01","14.91","8,222.00","122,590.02","122,590.02","Consumer Discretionary","US5854641009","NASDAQ","Hong Kong","USD"
"BCE","BCE INC","Equity","0.01","49.19","2,484.00","122,190.48","122,190.48","Communication","CA05534B7604","Toronto Stock Exchange","Canada","CAD"
"4042","TOSOH CORP","Equity","0.01","17.49","6,900.00","120,692.04","120,692.04","Materials","JP3595200001","Tokyo Stock Exchange","Japan","JPY"
"1876","BUDWEISER BREWING COMPANY APAC LTD","Equity","0.01","2.96","40,800.00","120,635.57","120,635.57","Consumer Staples","KYG1674K1013","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"8331","CHIBA BANK LTD","Equity","0.01","5.84","20,600.00","120,296.07","120,296.07","Financials","JP3511800009","Tokyo Stock Exchange","Japan","JPY"
"JD.","JD SPORTS FASHION PLC","Equity","0.01","12.70","9,458.00","120,075.77","120,075.77","Consumer Discretionary","GB00BYX91H57","London Stock Exchange","United Kingdom","GBP"
"3861","OJI HOLDINGS CORP","Equity","0.01","5.81","20,600.00","119,734.81","119,734.81","Materials","JP3174410005","Tokyo Stock Exchange","Japan","JPY"
"UHAL","AMERCO","Equity","0.01","578.99","205.00","118,692.95","118,692.95","Industrials","US0235861004","NASDAQ","United States","USD"
"RF","EURAZEO","Equity","0.01","95.40","1,239.00","118,199.31","118,199.31","Financials","FR0000121121","Nyse Euronext - Euronext Paris","France","EUR"
"WTC","WISETECHGLOBAL PTY LTD","Equity","0.01","22.92","5,131.00","117,606.56","117,606.56","Information Technology","AU000000WTC3","Asx - All Markets","Australia","AUD"
"SCHA","SCHIBSTED CLASS A","Equity","0.01","52.22","2,248.00","117,397.00","117,397.00","Communication","NO0003028904","Oslo Bors Asa","Norway","NOK"
"4587","PEPTIDREAM INC","Equity","0.01","41.78","2,800.00","116,973.94","116,973.94","Health Care","JP3836750004","Tokyo Stock Exchange","Japan","JPY"
"BIM","BIOMERIEUX SA","Equity","0.01","112.21","1,031.00","115,691.86","115,691.86","Health Care","FR0013280286","Nyse Euronext - Euronext Paris","France","EUR"
"1972","SWIRE PROPERTIES LTD","Equity","0.01","2.82","41,000.00","115,429.12","115,429.12","Real Estate","HK0000063609","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"4183","MITSUI CHEMICALS INC","Equity","0.01","31.97","3,600.00","115,084.92","115,084.92","Materials","JP3888300005","Tokyo Stock Exchange","Japan","JPY"
"7272","YAMAHA MOTOR LTD","Equity","0.01","24.44","4,700.00","114,864.23","114,864.23","Consumer Discretionary","JP3942800008","Tokyo Stock Exchange","Japan","JPY"
"ELI","ELIA GROUP SA","Equity","0.01","117.11","980.00","114,767.84","114,767.84","Utilities","BE0003822393","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"MFG","MAGELLAN FINANCIAL GROUP LTD","Equity","0.01","37.02","3,073.00","113,770.15","113,770.15","Financials","AU000000MFG4","Asx - All Markets","Australia","AUD"
"3064","MONOTARO LTD","Equity","0.01","23.58","4,800.00","113,166.83","113,166.83","Industrials","JP3922950005","Tokyo Stock Exchange","Japan","JPY"
"ADE","ADEVINTA","Equity","0.01","19.31","5,818.00","112,358.88","112,358.88","Communication","NO0010844038","Oslo Bors Asa","Norway","NOK"
"9202","ANA HOLDINGS INC","Equity","0.01","23.80","4,700.00","111,854.96","111,854.96","Industrials","JP3429800000","Tokyo Stock Exchange","Japan","JPY"
"CAR.UN","CANADIAN APARTMENT PROPERTIES REAL","Equity","0.01","49.08","2,265.00","111,165.53","111,165.53","Real Estate","CA1349211054","Toronto Stock Exchange","Canada","CAD"
"ICA","ICA GRUPPEN","Equity","0.01","48.97","2,267.00","111,010.59","111,010.59","Consumer Staples","SE0000652216","Nasdaq Omx Nordic","Sweden","SEK"
"8954","ORIX JREIT REIT INC","Equity","0.01","1,928.98","57.00","109,951.87","109,951.87","Real Estate","JP3040880001","Tokyo Stock Exchange","Japan","JPY"
"9062","NIPPON EXPRESS LTD","Equity","0.01","72.93","1,500.00","109,390.61","109,390.61","Industrials","JP3729400006","Tokyo Stock Exchange","Japan","JPY"
"U14","UOL GROUP LTD","Equity","0.01","5.33","20,500.00","109,192.57","109,192.57","Real Estate","SG1S83002349","Singapore Exchange","Singapore","SGD"
"8593","MITSUBISHI HC CAPITAL INC","Equity","0.01","5.49","19,800.00","108,611.39","108,611.39","Financials","JP3499800005","Tokyo Stock Exchange","Japan","JPY"
"WEED","CANOPY GROWTH CORP","Equity","0.01","19.61","5,531.00","108,443.22","108,443.22","Health Care","CA1380351009","Toronto Stock Exchange","Canada","CAD"
"BEPC","BROOKFIELD RENEWABLE SUBORDINATE V","Equity","0.01","43.73","2,483.00","108,578.81","108,578.81","Utilities","CA11284V1058","Toronto Stock Exchange","Canada","CAD"
"VCX","VICINITY CENTRES","Equity","0.01","1.11","96,547.00","107,317.35","107,317.35","Real Estate","AU000000VCX7","Asx - All Markets","Australia","AUD"
"BLDP","BALLARD POWER SYSTEMS INC","Equity","0.01","16.39","6,496.00","106,497.73","106,497.73","Industrials","CA0585861085","Toronto Stock Exchange","Canada","CAD"
"HKD","HKD CASH","Cash","0.01","12.86","826,308.00","106,225.70","106,225.70","Cash and/or Derivatives","-","-","Hong Kong","HKD"
